STATE,YEAR,Abortion Rate per 1000 People,"Abortion Rate per 100,000 People (Adjusted)(Age:15-19)",Birth Rate per 1000 People,"Birth Rate per 100,000 People (Adjusted)(Age:15-19)",Pregnancy Rate per 1000 People,"Pregnancy Rate per 100,000 People (Adjusted)(Age:15-19)","HIV Rate per 100,000 People","HIV Rate per 100,000 People (Adjusted)(Age:13-24)","STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)(Age:Under 19)"
Hawaii,2007,26.7,1071.960784,38.7,-233.3333333,75.8,899.2156863,,,,
Idaho,2007,10.2,-578.0392157,39.9,-113.3333333,59,-780.7843137,,,,
Illinois,2007,19.1,311.9607843,40.2,-83.33333333,69.2,239.2156863,,,,
Indiana,2007,8.9,-708.0392157,43,196.6666667,61.4,-540.7843137,,,,
Iowa,2007,10.8,-518.0392157,32.8,-823.3333333,51.2,-1560.784314,,,,
Kansas,2007,9.2,-678.0392157,42.5,146.6666667,61,-580.7843137,,,,
Kentucky,2007,7.3,-868.0392157,52.6,1156.666667,71.1,429.2156863,,,,
Louisiana,2007,12.6,-338.0392157,55.2,1416.666667,80.1,1329.215686,,,,
Maine,2007,12.2,-378.0392157,26,-1503.333333,44.7,-2210.784314,,,,
Maryland,2007,22.8,681.9607843,34.3,-673.3333333,66.3,-50.78431373,,,,
Massachusetts,2007,19.3,331.9607843,21.4,-1963.333333,46.9,-1990.784314,,,,
Michigan,2007,17.1,111.9607843,33.5,-753.3333333,59,-780.7843137,,,,
Minnesota,2007,10.9,-508.0392157,27.9,-1313.333333,45.5,-2130.784314,,,,
Mississippi,2007,10.6,-538.0392157,70.1,2906.666667,95.7,2889.215686,,,,
Missouri,2007,12.1,-388.0392157,44,296.6666667,66.1,-70.78431373,,,,
Montana,2007,11.6,-438.0392157,35.3,-573.3333333,55,-1180.784314,,,,
Nebraska,2007,6.1,-988.0392157,35.5,-553.3333333,49.2,-1760.784314,,,,
Nevada,2007,26.3,1031.960784,51.7,1066.666667,90.9,2409.215686,,,,
New Hampshire,2007,10.6,-538.0392157,19.3,-2173.333333,34.9,-3190.784314,,,,
New Jersey,2007,28.7,1271.960784,24.9,-1613.333333,61.4,-540.7843137,,,,
New Mexico,2007,19.4,341.9607843,63.9,2286.666667,98.1,3129.215686,,,,
New York,2007,37.6,2161.960784,26,-1503.333333,72.7,589.2156863,,,,
North Carolina,2007,15.4,-58.03921569,48,696.6666667,74.5,769.2156863,,,,
North Dakota,2007,6.7,-928.0392157,29.2,-1183.333333,42.5,-2430.784314,,,,
Ohio,2007,14,-198.0392157,39.9,-113.3333333,63.3,-350.7843137,,,,
Oklahoma,2007,9.5,-648.0392157,58.5,1746.666667,80.7,1389.215686,,,,
Oregon,2007,16.8,81.96078431,34.5,-653.3333333,59.9,-690.7843137,,,,
Pennsylvania,2007,16.3,31.96078431,30.7,-1033.333333,54.8,-1200.784314,,,,
Rhode Island,2007,18.6,261.9607843,29.2,-1183.333333,55.6,-1120.784314,,,,
South Carolina,2007,15.4,-58.03921569,51.9,1086.666667,79.2,1239.215686,,,,
South Dakota,2007,6.3,-968.0392157,41.3,26.66666667,56.5,-1030.784314,,,,
Tennessee,2007,11.6,-438.0392157,53.4,1236.666667,76.8,999.2156863,,,,
Texas,2007,14.6,-138.0392157,61.8,2076.666667,90.1,2329.215686,,,,
Utah,2007,6.2,-978.0392157,35.4,-563.3333333,49.2,-1760.784314,,,,
Vermont,2007,12.8,-318.0392157,21,-2003.333333,39.3,-2750.784314,,,,
Virginia,2007,16.9,91.96078431,34.2,-683.3333333,59.6,-720.7843137,,,,
Washington,2007,20.6,461.9607843,33.3,-773.3333333,62.6,-420.7843137,,,,
West Virginia,2007,8.5,-748.0392157,45.8,476.6666667,64.3,-250.7843137,,,,
Wisconsin,2007,8.2,-778.0392157,31.1,-993.3333333,46.3,-2050.784314,,,,
Wyoming,2007,11.3,-468.0392157,49.9,886.6666667,72.3,549.2156863,,,,
Alabama,2008,11.3,-443.3333333,50.5,1042.745098,73.1,771.1764706,21.3,6.743137255,,
Alaska,2008,14.8,-93.33333333,44.2,412.745098,69.3,391.1764706,3.7,-10.85686275,,
Arizona,2008,15.3,-43.33333333,54.5,1442.745098,82.3,1691.176471,10.6,-3.956862745,,
Arkansas,2008,9.8,-593.3333333,59.8,1972.745098,82.5,1711.176471,9.4,-5.156862745,,
California,2008,25.1,936.6666667,37.9,-217.254902,73,761.1764706,14.3,-0.256862745,,
Colorado,2008,16,26.66666667,40.5,42.74509804,66.2,81.17647059,6.7,-7.856862745,,
Connecticut,2008,26,1026.666667,22.6,-1747.254902,55.7,-968.8235294,9,-5.556862745,,
Delaware,2008,32.7,1696.666667,38.3,-177.254902,81.9,1651.176471,17,2.443137255,,
District of Columbia,2008,46.8,3106.666667,51.1,1102.745098,112.9,4751.176471,145.9,131.3431373,,
Florida,2008,23.1,736.6666667,40,-7.254901961,73.4,801.1764706,29.4,14.84313725,,
Georgia,2008,16.5,76.66666667,50,992.745098,78.2,1281.176471,39.2,24.64313725,,
Hawaii,2008,27.2,1146.666667,38.9,-117.254902,76.6,1121.176471,5.4,-9.156862745,,
Idaho,2008,8.4,-733.3333333,39.6,-47.25490196,56.8,-858.8235294,4.8,-9.756862745,,
Illinois,2008,19.9,416.6666667,38.5,-157.254902,68.1,271.1764706,17.9,3.343137255,,
Indiana,2008,8.4,-733.3333333,41.2,112.745098,58.6,-678.8235294,8.2,-6.356862745,,
Iowa,2008,10,-573.3333333,33.4,-667.254902,51,-1438.823529,2.9,-11.65686275,,
Kansas,2008,9.1,-663.3333333,44.1,402.745098,63,-238.8235294,5,-9.556862745,,
Kentucky,2008,7,-873.3333333,52.5,1242.745098,70.8,541.1764706,10.4,-4.156862745,,
Louisiana,2008,14.1,-163.3333333,54,1392.745098,80.3,1491.176471,29.9,15.34313725,,
Maine,2008,11.9,-383.3333333,25,-1507.254902,43,-2238.823529,2.9,-11.65686275,,
Maryland,2008,22.3,656.6666667,32.6,-747.254902,63.6,-178.8235294,34.5,19.94313725,,
Massachusetts,2008,17.2,146.6666667,19.8,-2027.254902,42.7,-2268.823529,7.6,-6.956862745,,
Michigan,2008,17.8,206.6666667,32.3,-777.254902,58.4,-698.8235294,12.3,-2.256862745,,
Minnesota,2008,9.8,-593.3333333,26.5,-1357.254902,42.5,-2288.823529,6.5,-8.056862745,,
Mississippi,2008,11.9,-383.3333333,64,2392.745098,89.9,2451.176471,28,13.44313725,,
Missouri,2008,11.3,-443.3333333,43.5,342.745098,64.7,-68.82352941,13.5,-1.056862745,,
Montana,2008,11.3,-443.3333333,38.9,-117.254902,59.1,-628.8235294,0,-14.55686275,,
Nebraska,2008,6.9,-883.3333333,35.8,-427.254902,50.6,-1478.823529,3.7,-10.85686275,,
Nevada,2008,23.5,776.6666667,49.1,902.745098,84.7,1931.176471,14.2,-0.356862745,,
New Hampshire,2008,9.5,-623.3333333,19.1,-2097.254902,33.3,-3208.823529,2.7,-11.85686275,,
New Jersey,2008,30.3,1456.666667,24,-1607.254902,62.1,-328.8235294,16.1,1.543137255,,
New Mexico,2008,17.4,166.6666667,61.4,2132.745098,92.9,2751.176471,7.6,-6.956862745,,
New York,2008,37.4,2166.666667,25.5,-1457.254902,71.7,631.1764706,25.2,10.64313725,,
North Carolina,2008,14.3,-143.3333333,47.3,722.745098,72.4,701.1764706,19.2,4.643137255,,
North Dakota,2008,7.7,-803.3333333,28.3,-1177.254902,42.5,-2288.823529,0,-14.55686275,,
Ohio,2008,13.8,-193.3333333,39.5,-57.25490196,62.6,-278.8235294,12.2,-2.356862745,,
Oklahoma,2008,9.3,-643.3333333,57.8,1772.745098,79.6,1421.176471,10.1,-4.456862745,,
Oregon,2008,16.1,36.66666667,35.6,-447.254902,60.4,-498.8235294,5.8,-8.756862745,,
Pennsylvania,2008,17.8,206.6666667,30.4,-967.254902,56.1,-928.8235294,14.9,0.343137255,,
Rhode Island,2008,18.5,276.6666667,27.6,-1247.254902,53.5,-1188.823529,7.7,-6.856862745,,
South Carolina,2008,13.9,-183.3333333,51.2,1112.745098,76.7,1131.176471,21.5,6.943137255,,
South Dakota,2008,5.5,-1023.333333,39.1,-97.25490196,52.9,-1248.823529,0.7,-13.85686275,,
Tennessee,2008,11.9,-383.3333333,52.2,1212.745098,75.7,1031.176471,22.3,7.743137255,,
Texas,2008,14.5,-123.3333333,60.7,2062.745098,88.7,2331.176471,20.2,5.643137255,,
Utah,2008,5.8,-993.3333333,34.6,-547.254902,47.9,-1748.823529,3.1,-11.45686275,,
Vermont,2008,12.8,-293.3333333,20.3,-1977.254902,38.5,-2688.823529,0,-14.55686275,,
Virginia,2008,15.4,-33.33333333,32.5,-757.254902,56,-938.8235294,17.6,3.043137255,,
Washington,2008,19.4,366.6666667,32.8,-727.254902,60.7,-468.8235294,7.4,-7.156862745,,
West Virginia,2008,7.7,-803.3333333,46.9,682.745098,64.7,-68.82352941,4.6,-9.956862745,,
Wisconsin,2008,8.1,-763.3333333,30.3,-977.254902,45.2,-2018.823529,6.1,-8.456862745,,
Wyoming,2008,9.9,-583.3333333,47.5,742.745098,67.8,241.1764706,3.2,-11.35686275,,
Alabama,2009,10.2,-407.4509804,48.3,1040.392157,69.2,802.5490196,24.7,9.819607843,,
Alaska,2009,14.1,-17.45098039,43.2,530.3921569,67.3,612.5490196,2.3,-12.58039216,,
Arizona,2009,11.8,-247.4509804,48.6,1070.392157,71.3,1012.54902,9.1,-5.780392157,,
Arkansas,2009,9.1,-517.4509804,57.8,1990.392157,79.5,1832.54902,14.1,-0.780392157,,
California,2009,22.7,842.5490196,34.9,-299.6078431,66.9,572.5490196,12.8,-2.080392157,,
Colorado,2009,14.2,-7.450980392,37.7,-19.60784314,60.8,-37.45098039,7.2,-7.680392157,,
Connecticut,2009,23.1,882.5490196,21.2,-1669.607843,50.8,-1037.45098,9.8,-5.080392157,,
Delaware,2009,26.3,1202.54902,33.5,-439.6078431,69.1,792.5490196,26.2,11.31960784,,
District of Columbia,2009,38.2,2392.54902,48.5,1060.392157,100.2,3902.54902,110,95.11960784,,
Florida,2009,21.7,742.5490196,36.6,-129.6078431,67.8,662.5490196,30.7,15.81960784,,
Georgia,2009,15,72.54901961,47,910.3921569,72.9,1172.54902,38,23.11960784,,
Hawaii,2009,23.8,952.5490196,37,-89.60784314,70.6,942.5490196,6.9,-7.980392157,,
Idaho,2009,7.5,-677.4509804,35.9,-199.6078431,51.3,-987.4509804,2.6,-12.28039216,,
Illinois,2009,17.6,332.5490196,35.9,-199.6078431,62.4,122.5490196,19,4.119607843,,
Indiana,2009,8.2,-607.4509804,40.8,290.3921569,58,-317.4509804,10.3,-4.580392157,,
Iowa,2009,10,-427.4509804,32.1,-579.6078431,49.5,-1167.45098,4.2,-10.68039216,,
Kansas,2009,7.4,-687.4509804,42.7,480.3921569,59.4,-177.4509804,6,-8.880392157,,
Kentucky,2009,7.1,-717.4509804,49.7,1180.392157,67.5,632.5490196,9.6,-5.280392157,,
Louisiana,2009,13,-127.4509804,51.7,1380.392157,76.4,1522.54902,35.2,20.31960784,,
Maine,2009,10.7,-357.4509804,24,-1389.607843,40.5,-2067.45098,5,-9.880392157,,
Maryland,2009,22.4,812.5490196,30.7,-719.6078431,61.5,32.54901961,33.3,18.41960784,,
Massachusetts,2009,16,172.5490196,19.5,-1839.607843,41,-2017.45098,7.5,-7.380392157,,
Michigan,2009,16.7,242.5490196,31.9,-599.6078431,56.7,-447.4509804,12.9,-1.980392157,,
Minnesota,2009,9.1,-517.4509804,24.1,-1379.607843,39,-2217.45098,10.8,-4.080392157,,
Mississippi,2009,10.2,-407.4509804,62.2,2430.392157,85.9,2472.54902,27.1,12.21960784,,
Missouri,2009,10.2,-407.4509804,40.6,270.3921569,59.9,-127.4509804,14.5,-0.380392157,,
Montana,2009,10.8,-347.4509804,38.4,50.39215686,57.9,-327.4509804,3.6,-11.28039216,,
Nebraska,2009,6.6,-767.4509804,34.8,-309.6078431,49,-1217.45098,7.5,-7.380392157,,
Nevada,2009,21.9,762.5490196,44,610.3921569,76.8,1562.54902,15.4,0.519607843,,
New Hampshire,2009,9,-527.4509804,16.4,-2149.607843,29.6,-3157.45098,1.4,-13.48039216,,
New Jersey,2009,25,1072.54902,22,-1589.607843,54,-717.4509804,16.2,1.319607843,,
New Mexico,2009,16.2,192.5490196,60.3,2240.392157,90.3,2912.54902,6.5,-8.380392157,,
New York,2009,35.5,2122.54902,24.2,-1369.607843,68.1,692.5490196,23.1,8.219607843,,
North Carolina,2009,13.8,-47.45098039,43.7,580.3921569,67.5,632.5490196,20.5,5.619607843,,
North Dakota,2009,7.1,-717.4509804,28.7,-919.6078431,42.2,-1897.45098,0.8,-14.08039216,,
Ohio,2009,12.6,-167.4509804,37.9,0.392156863,59.4,-177.4509804,14.3,-0.580392157,,
Oklahoma,2009,9.1,-517.4509804,57.4,1950.392157,78.9,1772.54902,11.2,-3.680392157,,
Oregon,2009,14.2,-7.450980392,32.5,-539.6078431,54.6,-657.4509804,4.8,-10.08039216,,
Pennsylvania,2009,16.4,212.5490196,28.7,-919.6078431,52.5,-867.4509804,16.6,1.719607843,,
Rhode Island,2009,16.4,212.5490196,25.8,-1209.607843,48.9,-1227.45098,12.8,-2.080392157,,
South Carolina,2009,14,-27.45098039,47,910.3921569,71.8,1062.54902,23.6,8.719607843,,
South Dakota,2009,5.5,-877.4509804,38.7,80.39215686,52.4,-877.4509804,0,-14.88039216,,
Tennessee,2009,10.8,-347.4509804,48.4,1050.392157,69.9,872.5490196,19.8,4.919607843,,
Texas,2009,13.6,-67.45098039,57.9,2000.392157,84.5,2332.54902,22.8,7.919607843,,
Utah,2009,4.9,-937.4509804,30.7,-719.6078431,42.2,-1897.45098,2.9,-11.98039216,,
Vermont,2009,10.4,-387.4509804,17.3,-2059.607843,32.2,-2897.45098,5.5,-9.380392157,,
Virginia,2009,14.8,52.54901961,30.4,-749.6078431,52.8,-837.4509804,17.6,2.719607843,,
Washington,2009,17.7,342.5490196,30.4,-749.6078431,55.9,-527.4509804,7.5,-7.380392157,,
West Virginia,2009,8.9,-537.4509804,48.2,1030.392157,67.6,642.5490196,3.6,-11.28039216,,
Wisconsin,2009,7.6,-667.4509804,29.4,-849.6078431,43.7,-1747.45098,6.9,-7.980392157,,
Wyoming,2009,8.9,-537.4509804,43.4,550.3921569,61.8,62.54901961,4.2,-10.68039216,,
Alabama,2010,9.1,-397.8431373,44,964.9019608,62.8,718.4313725,23.6,8.239215686,2042.781328,738.0330662
Alaska,2010,16.9,382.1568627,38.5,414.9019608,64.8,918.4313725,3.9,-11.46078431,1848.825084,544.0768227
Arizona,2010,9.1,-397.8431373,42,764.9019608,60.5,488.4313725,9,-6.360784314,1043.927689,-260.8205727
Arkansas,2010,8.8,-427.8431373,52.7,1834.901961,72.9,1728.431373,10.8,-4.560784314,1916.072582,611.3243206
California,2010,20.2,712.1568627,31.7,-265.0980392,60.3,468.4313725,14.1,-1.260784314,910.9406355,-393.8076261
Colorado,2010,12.5,-57.84313725,33.4,-95.09803922,53.9,-171.5686275,8.8,-6.560784314,1031.337599,-273.4106622
Connecticut,2010,20,692.1568627,18.4,-1595.098039,44.1,-1151.568627,9,-6.360784314,998.6256752,-306.1225864
Delaware,2010,28.2,1512.156863,30.7,-365.0980392,67.9,1228.431373,17.3,1.939215686,1704.406062,399.6578002
District of Columbia,2010,32.7,1962.156863,45.5,1114.901961,90.6,3498.431373,132.3,116.9392157,5061.798319,3757.050058
Florida,2010,20.2,712.1568627,32.3,-205.0980392,60.9,528.4313725,31.1,15.73921569,1388.150905,83.40264318
Georgia,2010,13.3,22.15686275,41.5,714.9019608,64.4,878.4313725,37.6,22.23921569,1602.9888,298.2405388
Hawaii,2010,23.9,1082.156863,32.6,-175.0980392,65.5,988.4313725,7,-8.360784314,920.0050247,-384.7432368
Idaho,2010,7,-607.8431373,33.1,-125.0980392,47.4,-821.5686275,2.2,-13.16078431,576.8891831,-727.8590785
Illinois,2010,15.7,262.1568627,33.1,-125.0980392,57,138.4313725,18.2,2.839215686,1598.889249,294.1409873
Indiana,2010,7.4,-567.8431373,37.5,314.9019608,53.1,-251.5686275,10.8,-4.560784314,1124.613924,-180.134338
Iowa,2010,8.9,-417.8431373,28.6,-575.0980392,44.1,-1151.568627,4.1,-11.26078431,1036.881609,-267.8666524
Kansas,2010,5.5,-757.8431373,39.2,484.9019608,53.1,-251.5686275,5.5,-9.860784314,935.9131708,-368.8350908
Kentucky,2010,6.2,-687.8431373,46.4,1204.901961,62.4,678.4313725,11.7,-3.660784314,1275.051441,-29.69682067
Louisiana,2010,10.6,-247.8431373,48.2,1384.901961,69.6,1398.431373,37,21.63921569,2273.44714,968.6988784
Maine,2010,10.1,-297.8431373,21.5,-1285.098039,36.9,-1871.568627,2.5,-12.86078431,500.5055294,-804.2427322
Maryland,2010,22.7,962.1568627,27.3,-705.0980392,57.7,208.4313725,34,18.63921569,1745.185362,440.4371004
Massachusetts,2010,14.5,142.1568627,17,-1735.098039,36.4,-1921.568627,7,-8.360784314,802.5511365,-502.1971251
Michigan,2010,14.4,132.1568627,30.3,-405.0980392,52.3,-331.5686275,11.5,-3.860784314,1859.074158,554.3258965
Minnesota,2010,7.7,-537.8431373,22.5,-1185.098039,35.4,-2021.568627,9.1,-6.260784314,771.5674192,-533.1808424
Mississippi,2010,9.3,-377.8431373,55.4,2104.901961,76.7,2108.431373,24.1,8.739215686,2627.56477,1322.816509
Missouri,2010,8.8,-427.8431373,37.2,284.9019608,54.4,-121.5686275,16.5,1.139215686,1537.70163,232.9533684
Montana,2010,9.7,-337.8431373,35.1,74.90196078,52.9,-271.5686275,3.1,-12.26078431,888.1920596,-416.556202
Nebraska,2010,5.3,-777.8431373,31.1,-325.0980392,43.2,-1241.568627,9.5,-5.860784314,773.8853189,-530.8629427
Nevada,2010,20.2,712.1568627,39,464.9019608,68.9,1328.431373,17.8,2.439215686,1024.714931,-280.0333303
New Hampshire,2010,8.5,-457.8431373,15.7,-1865.098039,28.1,-2751.568627,3.3,-12.06078431,472.347963,-832.4002986
New Jersey,2010,24.6,1152.156863,20,-1435.098039,51.1,-451.5686275,17.1,1.739215686,958.36586,-346.3824016
New Mexico,2010,15,192.1568627,53.2,1884.901961,80.3,2468.431373,8.3,-7.060784314,1337.647952,32.89968999
New York,2010,32.7,1962.156863,22.8,-1155.098039,63.3,768.4313725,23.1,7.739215686,1597.84879,293.1005286
North Carolina,2010,12.2,-87.84313725,38.3,394.9019608,59.4,378.4313725,21.3,5.939215686,1540.3895,235.6412388
North Dakota,2010,6.6,-647.8431373,28.9,-545.0980392,41.8,-1381.568627,4.1,-11.26078431,813.1559957,-491.5922659
Ohio,2010,11.7,-137.8431373,34.3,-5.098039216,54,-161.5686275,14.1,-1.260784314,1700.090345,395.3420837
Oklahoma,2010,7.7,-537.8431373,50.7,1634.901961,69.2,1358.431373,10.6,-4.760784314,1251.88036,-52.86790133
Oregon,2010,12,-107.8431373,28.3,-605.0980392,47.2,-841.5686275,7.9,-7.460784314,862.6476664,-442.1005952
Pennsylvania,2010,14.9,182.1568627,27.1,-725.0980392,49,-661.5686275,14.8,-0.560784314,1454.263407,149.5151449
Rhode Island,2010,15.8,272.1568627,22.4,-1195.098039,44.3,-1131.568627,8.5,-6.860784314,924.2586131,-380.4896485
South Carolina,2010,13.2,12.15686275,42.9,854.9019608,66,1038.431373,29.2,13.83921569,2079.720125,774.9718632
South Dakota,2010,4.3,-877.8431373,34.8,44.90196078,46.4,-921.5686275,2.9,-12.46078431,968.1763477,-336.5719139
Tennessee,2010,9.4,-367.8431373,43.5,914.9019608,62.6,698.4313725,19.9,4.539215686,1564.544527,259.7962658
Texas,2010,12,-107.8431373,52.2,1784.901961,75.9,2028.431373,23.6,8.239215686,1391.413991,86.66572956
Utah,2010,4.1,-897.8431373,28,-635.0980392,38.1,-1751.568627,3.2,-12.16078431,448.8737556,-855.874506
Vermont,2010,9.4,-367.8431373,17.9,-1645.098039,31.8,-2381.568627,4.8,-10.56078431,476.5314758,-828.2167858
Virginia,2010,13.9,82.15686275,27.4,-695.0980392,48.2,-741.5686275,18.5,3.139215686,1181.531966,-123.2162958
Washington,2010,15.9,282.1568627,26.9,-745.0980392,49.8,-581.5686275,6.6,-8.760784314,790.0604777,-514.6877839
West Virginia,2010,9.3,-377.8431373,45.2,1084.901961,64.5,888.4313725,4.3,-11.06078431,712.7425399,-592.0057217
Wisconsin,2010,6.9,-617.8431373,26.2,-815.0980392,39.1,-1651.568627,7.1,-8.260784314,1285.961531,-18.78673027
Wyoming,2010,8,-507.8431373,39.4,504.9019608,56.2,58.43137255,1.1,-14.26078431,907.2204152,-397.5278464
Alabama,2011,8.8,-303.1372549,41,951.7647059,58.9,809.8039216,24.1,9.252941176,2215.849516,855.5957556
Alaska,2011,14.1,226.8627451,36.4,491.7647059,59.2,839.8039216,6.3,-8.547058824,1776.698841,416.4450807
Arizona,2011,9.3,-253.1372549,38.2,671.7647059,56.1,529.8039216,8.5,-6.347058824,1126.02935,-234.2244105
Arkansas,2011,7.7,-413.1372549,49.7,1821.764706,68.1,1729.803922,13.9,-0.947058824,1951.98131,591.7275496
California,2011,17.9,606.8627451,28.7,-278.2352941,54.2,339.8039216,13.3,-1.547058824,947.1923622,-413.0613985
Colorado,2011,11,-83.1372549,28.9,-258.2352941,46.8,-400.1960784,7.2,-7.647058824,1067.540351,-292.7134097
Connecticut,2011,16.8,496.8627451,16.1,-1538.235294,37.8,-1300.196078,11.7,-3.147058824,1072.150262,-288.1034989
Delaware,2011,22.7,1086.862745,29.1,-238.2352941,59.9,909.8039216,15.3,0.452941176,1584.376195,224.1224342
District of Columbia,2011,25.6,1376.862745,42.8,1131.764706,79.5,2869.803922,112.8,97.95294118,5652.034404,4291.780643
Florida,2011,18.6,676.8627451,29.6,-188.2352941,56.1,529.8039216,28.7,13.85294118,1329.273364,-30.98039641
Georgia,2011,12.6,76.8627451,38,651.7647059,59.5,869.8039216,41.5,26.65294118,1764.487162,404.2334017
Hawaii,2011,23,1116.862745,29.8,-168.2352941,61.1,1029.803922,2.3,-12.54705882,926.5351693,-433.7185913
Idaho,2011,6,-583.1372549,28.4,-308.2352941,40.7,-1010.196078,2.2,-12.64705882,624.1211995,-736.1325612
Illinois,2011,14.5,266.8627451,29.5,-198.2352941,51.3,49.80392157,18.5,3.652941176,1700.338995,340.0852348
Indiana,2011,6.2,-563.1372549,34.8,331.7647059,48.6,-220.1960784,11.2,-3.647058824,1291.922738,-68.33102313
Iowa,2011,7.7,-413.1372549,25.3,-618.2352941,38.8,-1200.196078,5.2,-9.647058824,1002.784699,-357.4690615
Kansas,2011,5,-683.1372549,35.6,411.7647059,48.2,-260.1960784,6.8,-8.047058824,1004.58735,-355.6664106
Kentucky,2011,5.9,-593.1372549,43.3,1181.764706,58.5,769.8039216,10.3,-4.547058824,1256.249333,-104.0044273
Louisiana,2011,10.3,-153.1372549,45.5,1401.764706,65.9,1509.803922,40,25.15294118,2451.515662,1091.261901
Maine,2011,8.3,-353.1372549,20.7,-1078.235294,34,-1680.196078,2,-12.84705882,627.8346384,-732.4191223
Maryland,2011,23.5,1166.862745,24.4,-708.2352941,55.2,439.8039216,31.5,16.65294118,1593.380089,233.1263281
Massachusetts,2011,13.2,136.8627451,15.1,-1638.235294,32.6,-1820.196078,8.4,-6.447058824,794.803585,-565.4501757
Michigan,2011,12.8,96.8627451,27.7,-378.2352941,47.4,-340.1960784,14.5,-0.347058824,1811.27376,451.0199998
Minnesota,2011,7.4,-443.1372549,19.3,-1218.235294,31.3,-1950.196078,6.4,-8.447058824,821.5918937,-538.6618669
Mississippi,2011,8.2,-363.1372549,50.5,1901.764706,69.6,1879.803922,29.9,15.05294118,2444.684803,1084.431043
Missouri,2011,8.2,-363.1372549,34.6,311.7647059,50.5,-30.19607843,14.9,0.052941176,1561.918975,201.6652148
Montana,2011,10.4,-143.1372549,29.3,-218.2352941,46.7,-410.1960784,1.3,-13.54705882,931.5083697,-428.745391
Nebraska,2011,6.1,-573.1372549,27.4,-408.2352941,39.6,-1120.196078,4.2,-10.64705882,964.3848515,-395.8689091
Nevada,2011,16.9,506.8627451,36,451.7647059,61.9,1109.803922,21.4,6.552941176,1048.347784,-311.9059765
New Hampshire,2011,8.6,-323.1372549,13.6,-1788.235294,25.8,-2500.196078,2.3,-12.54705882,594.2133783,-766.0403824
New Jersey,2011,22.3,1046.862745,18.6,-1288.235294,46.8,-400.1960784,14.5,-0.347058824,932.8836249,-427.3701358
New Mexico,2011,12.4,56.8627451,48.3,1681.764706,71.6,2079.803922,6.6,-8.247058824,1310.117928,-50.1358327
New York,2011,30.2,1836.862745,21.1,-1038.235294,58.5,769.8039216,24,9.152941176,1650.509311,290.2555504
North Carolina,2011,10.1,-173.1372549,34.8,331.7647059,52.8,199.8039216,21.4,6.552941176,1898.703259,538.4494986
North Dakota,2011,5.7,-613.1372549,28.4,-308.2352941,40.3,-1050.196078,4,-10.84705882,855.3609249,-504.8928358
Ohio,2011,10.1,-173.1372549,31.4,-8.235294118,48.8,-200.1960784,14.8,-0.047058824,1672.811374,312.5576136
Oklahoma,2011,6.6,-523.1372549,48,1651.764706,64.9,1409.803922,12.7,-2.147058824,1167.756211,-192.4975499
Oregon,2011,11.3,-53.1372549,25.8,-568.2352941,43.4,-740.1960784,6.4,-8.447058824,956.1869799,-404.0667808
Pennsylvania,2011,12.5,66.8627451,25,-648.2352941,43.7,-710.1960784,14.3,-0.547058824,1571.440649,211.1868884
Rhode Island,2011,14.4,256.8627451,21.3,-1018.235294,41.4,-940.1960784,5.9,-8.947058824,1103.547387,-256.7063739
South Carolina,2011,10.8,-103.1372549,38.9,741.7647059,58.6,779.8039216,27.8,12.95294118,2135.730331,775.4765705
South Dakota,2011,4.8,-703.1372549,34.4,291.7647059,46.6,-420.1960784,0.7,-14.14705882,1059.660393,-300.593368
Tennessee,2011,8.4,-343.1372549,40.8,931.7647059,58.2,739.8039216,21.2,6.352941176,1626.944553,266.6907919
Texas,2011,10.5,-133.1372549,46.8,1531.764706,67.7,1689.803922,22.9,8.052941176,1372.296468,12.04270695
Utah,2011,4.1,-773.1372549,23.8,-768.2352941,33,-1780.196078,4.2,-10.64705882,454.1576649,-906.0960958
Vermont,2011,10.5,-133.1372549,16.7,-1478.235294,31.5,-1930.196078,1.9,-12.94705882,613.4119556,-746.8418051
Virginia,2011,12.4,56.8627451,24.5,-698.2352941,43,-780.1960784,16.1,1.252941176,1266.717915,-93.53584545
Washington,2011,14.8,296.8627451,25.3,-618.2352941,46.7,-410.1960784,6.1,-8.747058824,808.4130577,-551.840703
West Virginia,2011,9.6,-223.1372549,43.9,1241.764706,63.3,1249.803922,6.4,-8.447058824,736.0983159,-624.1554448
Wisconsin,2011,5.7,-613.1372549,23.3,-818.2352941,34.3,-1650.196078,6.5,-8.347058824,1315.153196,-45.10056448
Wyoming,2011,8.9,-293.1372549,35.2,371.7647059,52,119.8039216,2.2,-12.64705882,925.429903,-434.8238576
Alabama,2012,7.7,-240.9803922,39.1,940.5882353,55.5,873.5294118,24.2,9.394117647,2178.736377,879.9878425
Alaska,2012,12.1,199.0196078,34.7,500.5882353,55,823.5294118,3.9,-10.90588235,1404.193265,105.4447304
Arizona,2012,7.8,-230.9803922,37,730.5882353,53,623.5294118,10.9,-3.905882353,1121.234286,-177.5142486
Arkansas,2012,7.1,-300.9803922,45.1,1540.588235,61.8,1503.529412,15.6,0.794117647,1908.373878,609.6253436
California,2012,15.9,579.0196078,26.6,-309.4117647,49.4,263.5294118,14.3,-0.505882353,882.9446751,-415.8038593
Colorado,2012,9.7,-40.98039216,25.4,-429.4117647,41.1,-566.4705882,8.7,-6.105882353,1014.510752,-284.2377828
