STATE,YEAR,Abortion Rate per 1000 People,"Abortion Rate per 100,000 People (Adjusted)(Age:15-19)",Birth Rate per 1000 People,"Birth Rate per 100,000 People (Adjusted)(Age:15-19)",Pregnancy Rate per 1000 People,"Pregnancy Rate per 100,000 People (Adjusted)(Age:15-19)","HIV Rate per 100,000 People","HIV Rate per 100,000 People (Adjusted)(Age:13-24)","STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)(Age:Under 19)"
Arkansas,2001,11.54,-822.3529412,64.52,2018.784314,90.18,1524.196078,,,,
California,2001,34.3,1453.647059,45.26,92.78431373,92.12,1718.196078,,,,
Colorado,2001,18.42,-134.3529412,49.08,474.7843137,79.2,426.1960784,,,,
Connecticut,2001,29.5,973.6470588,29.54,-1479.215686,67.86,-707.8039216,,,,
Delaware,2001,29.84,1007.647059,46.34,200.7843137,88.44,1350.196078,,,,
District of Columbia,2001,52.94,3317.647059,51.06,672.7843137,119.48,4454.196078,,,,
Florida,2001,31.9,1213.647059,49.1,476.7843137,93.98,1904.196078,,,,
Georgia,2001,17.6,-216.3529412,60.4,1606.784314,91.8,1686.196078,,,,
Hawaii,2001,32.46,1269.647059,44.18,-15.21568627,88.68,1374.196078,,,,
Idaho,2001,9.66,-1010.352941,41.44,-289.2156863,60.32,-1461.803922,,,,
Illinois,2001,26.06,629.6470588,46.02,168.7843137,83.94,900.1960784,,,,
Indiana,2001,11.82,-794.3529412,47.62,328.7843137,70.12,-481.8039216,,,,
Iowa,2001,11.74,-802.3529412,33.58,-1075.215686,53.16,-2177.803922,,,,
Kansas,2001,11.72,-804.3529412,44.74,40.78431373,66.66,-827.8039216,,,,
Kentucky,2001,7.9,-1186.352941,53.62,928.7843137,73.02,-191.8039216,,,,
Louisiana,2001,10.94,-882.3529412,59.06,1472.784314,82.98,804.1960784,,,,
Maine,2001,14.54,-522.3529412,28.16,-1617.215686,49.76,-2517.803922,,,,
Maryland,2001,35.4,1563.647059,39.38,-495.2156863,86.16,1122.196078,,,,
Massachusetts,2001,24.48,471.6470588,24.64,-1969.215686,56.54,-1839.803922,,,,
Michigan,2001,23.24,347.6470588,38.52,-581.2156863,71.84,-309.8039216,,,,
Minnesota,2001,12.12,-764.3529412,29.02,-1531.215686,48.22,-2671.803922,,,,
Mississippi,2001,14.94,-482.3529412,67.74,2340.784314,97.72,2278.196078,,,,
Missouri,2001,13.5,-626.3529412,47.14,280.7843137,71.42,-351.8039216,,,,
Montana,2001,14.16,-560.3529412,36.18,-815.2156863,59,-1593.803922,,,,
Nebraska,2001,11.38,-838.3529412,36.7,-763.2156863,56.6,-1833.803922,,,,
Nevada,2001,35.16,1539.647059,60.16,1582.784314,110.82,3588.196078,,,,
New Hampshire,2001,15.9,-386.3529412,22.24,-2209.215686,44.1,-3083.803922,,,,
New Jersey,2001,46.02,2625.647059,30.28,-1405.215686,86.92,1198.196078,,,,
New Mexico,2001,21.04,127.6470588,64.64,2030.784314,100.72,2578.196078,,,,
New York,2001,44.9,2513.647059,31.7,-1263.215686,87.48,1254.196078,,,,
North Carolina,2001,20.86,109.6470588,56.28,1194.784314,90.44,1550.196078,,,,
North Dakota,2001,7.82,-1194.352941,27.24,-1709.215686,41.26,-3367.803922,,,,
Ohio,2001,16.5,-326.3529412,44.46,12.78431373,71.5,-343.8039216,,,,
Oklahoma,2001,11.86,-790.3529412,58.24,1390.784314,82.96,802.1960784,,,,
Oregon,2001,23.02,325.6470588,40.7,-363.2156863,74.16,-77.80392157,,,,
Pennsylvania,2001,16.68,-308.3529412,33.04,-1129.215686,57.96,-1697.803922,,,,
Rhode Island,2001,22.26,249.6470588,32.36,-1197.215686,63.32,-1161.803922,,,,
South Carolina,2001,16.74,-302.3529412,55.98,1164.784314,85.62,1068.196078,,,,
South Dakota,2001,6.8,-1296.352941,37.76,-657.2156863,52.78,-2215.803922,,,,
Tennessee,2001,14.94,-482.3529412,58.1,1376.784314,86.12,1118.196078,,,,
Texas,2001,16.26,-350.3529412,66.98,2264.784314,98.32,2338.196078,,,,
Utah,2001,5.76,-1400.352941,36.5,-783.2156863,50.08,-2485.803922,,,,
Vermont,2001,14.36,-540.3529412,22.2,-2213.215686,42.36,-3257.803922,,,,
Virginia,2001,20.08,31.64705882,39.28,-505.2156863,69.3,-563.8039216,,,,
Washington,2001,24.62,485.6470588,37.42,-691.2156863,71.92,-301.8039216,,,,
West Virginia,2001,9.36,-1040.352941,45.64,130.7843137,65.1,-983.8039216,,,,
Wisconsin,2001,11.48,-828.3529412,34.02,-1031.215686,53.46,-2147.803922,,,,
Wyoming,2001,23.06,329.6470588,41.82,-251.2156863,75.62,68.19607843,,,,
Alabama,2002,14.06,-486.1176471,55.6,1269.45098,82.2,990.0392157,,,,
Alaska,2002,15.04,-388.1176471,45.3,239.4509804,70.9,-139.9607843,,,,
Arizona,2002,20.02,109.8823529,63.92,2101.45098,98.64,2634.039216,,,,
Arkansas,2002,10.78,-814.1176471,63.04,2013.45098,87.56,1526.039216,,,,
California,2002,32.3,1337.882353,43.62,71.45098039,87.94,1564.039216,,,,
Colorado,2002,17.94,-98.11764706,47.26,435.4509804,76.5,420.0392157,,,,
Connecticut,2002,28.8,987.8823529,27.98,-1492.54902,65.22,-707.9607843,,,,
Delaware,2002,28.58,965.8823529,44.78,187.4509804,85.18,1288.039216,,,,
District of Columbia,2002,53.28,3435.882353,48.82,591.4509804,117.16,4486.039216,,,,
Florida,2002,30.1,1117.882353,47.4,449.4509804,89.96,1766.039216,,,,
Georgia,2002,16.9,-202.1176471,58.3,1539.45098,88.5,1620.039216,,,,
Hawaii,2002,30.62,1169.882353,42.26,-64.54901961,84.36,1206.039216,,,,
Idaho,2002,9.42,-950.1176471,40.18,-272.5490196,58.54,-1375.960784,,,,
Illinois,2002,24.32,539.8823529,44.14,123.4509804,79.78,748.0392157,,,,
Indiana,2002,11.24,-768.1176471,46.24,333.4509804,67.84,-445.9607843,,,,
Iowa,2002,11.38,-754.1176471,32.96,-994.5490196,52.02,-2027.960784,,,,
Kansas,2002,11.14,-778.1176471,43.58,67.45098039,64.62,-767.9607843,,,,
Kentucky,2002,7.5,-1142.117647,52.24,933.4509804,70.94,-135.9607843,,,,
Louisiana,2002,10.58,-834.1176471,56.12,1321.45098,79.06,676.0392157,,,,
Maine,2002,13.98,-494.1176471,27.22,-1568.54902,48.02,-2427.960784,,,,
Maryland,2002,32.8,1387.882353,37.56,-534.5490196,81.12,882.0392157,,,,
Massachusetts,2002,23.26,433.8823529,23.48,-1942.54902,53.78,-1851.960784,,,,
Michigan,2002,22.28,335.8823529,36.94,-596.5490196,68.88,-341.9607843,,,,
Minnesota,2002,11.74,-718.1176471,28.14,-1476.54902,46.74,-2555.960784,,,,
Mississippi,2002,13.98,-494.1176471,65.38,2247.45098,93.84,2154.039216,,,,
Missouri,2002,12.9,-602.1176471,45.78,287.4509804,69.14,-315.9607843,,,,
Montana,2002,13.82,-510.1176471,35.76,-714.5490196,58.1,-1419.960784,,,,
Nebraska,2002,10.46,-846.1176471,35.8,-710.5490196,54.5,-1779.960784,,,,
Nevada,2002,33.52,1459.882353,58.02,1511.45098,106.44,3414.039216,,,,
New Hampshire,2002,14.6,-432.1176471,21.18,-2172.54902,41.4,-3089.960784,,,,
New Jersey,2002,44.04,2511.882353,28.76,-1414.54902,82.94,1064.039216,,,,
New Mexico,2002,20.18,125.8823529,63.78,2087.45098,98.74,2644.039216,,,,
New York,2002,43.8,2487.882353,30.2,-1270.54902,84.46,1216.039216,,,,
North Carolina,2002,19.52,59.88235294,53.96,1105.45098,86.18,1388.039216,,,,
North Dakota,2002,7.74,-1118.117647,27.18,-1572.54902,41.12,-3117.960784,,,,
Ohio,2002,15.9,-302.1176471,42.92,1.450980392,69,-329.9607843,,,,
Oklahoma,2002,11.32,-760.1176471,56.88,1397.45098,80.72,842.0392157,,,,
Oregon,2002,21.24,231.8823529,38.7,-420.5490196,69.82,-247.9607843,,,,
Pennsylvania,2002,16.06,-286.1176471,32.08,-1082.54902,56.12,-1617.960784,,,,
Rhode Island,2002,21.72,279.8823529,31.22,-1168.54902,61.34,-1095.960784,,,,
South Carolina,2002,16.48,-244.1176471,54.16,1125.45098,83.14,1084.039216,,,,
South Dakota,2002,6.5,-1242.117647,37.52,-538.5490196,52.16,-2013.960784,,,,
Tennessee,2002,14.18,-474.1176471,56.9,1399.45098,83.84,1154.039216,,,,
Texas,2002,15.42,-350.1176471,65.46,2255.45098,95.54,2324.039216,,,,
Utah,2002,5.72,-1320.117647,35,-790.5490196,48.26,-2403.960784,,,,
Vermont,2002,14.62,-430.1176471,21,-2190.54902,41.22,-3107.960784,,,,
Virginia,2002,19.46,53.88235294,37.86,-504.5490196,66.9,-539.9607843,,,,
Washington,2002,23.44,451.8823529,35.84,-706.5490196,68.74,-355.9607843,,,,
West Virginia,2002,9.12,-980.1176471,44.78,187.4509804,63.8,-849.9607843,,,,
Wisconsin,2002,10.96,-796.1176471,32.94,-996.5490196,51.62,-2067.960784,,,,
Wyoming,2002,20.22,129.8823529,42.04,-86.54901961,72.74,44.03921569,,,,
Alabama,2003,13.34,-473.8823529,53.1,1162.117647,78.4,873.8823529,,,,
Alaska,2003,15.26,-281.8823529,43.5,202.1176471,69,-66.11764706,,,,
Arizona,2003,19.28,120.1176471,62.18,2070.117647,95.76,2609.882353,,,,
Arkansas,2003,10.02,-805.8823529,61.56,2008.117647,84.94,1527.882353,,,,
California,2003,30.3,1222.117647,41.98,50.11764706,83.76,1409.882353,,,,
Colorado,2003,17.46,-61.88235294,45.44,396.1176471,73.8,413.8823529,,,,
Connecticut,2003,28.1,1002.117647,26.42,-1505.882353,62.58,-708.1176471,,,,
Delaware,2003,27.32,924.1176471,43.22,174.1176471,81.92,1225.882353,,,,
District of Columbia,2003,53.62,3554.117647,46.58,510.1176471,114.84,4517.882353,,,,
Florida,2003,28.3,1022.117647,45.7,422.1176471,85.94,1627.882353,,,,
Georgia,2003,16.2,-187.8823529,56.2,1472.117647,85.2,1553.882353,,,,
Hawaii,2003,28.78,1070.117647,40.34,-113.8823529,80.04,1037.882353,,,,
Idaho,2003,9.18,-889.8823529,38.92,-255.8823529,56.76,-1290.117647,,,,
Illinois,2003,22.58,450.1176471,42.26,78.11764706,75.62,595.8823529,,,,
Indiana,2003,10.66,-741.8823529,44.86,338.1176471,65.56,-410.1176471,,,,
Iowa,2003,11.02,-705.8823529,32.34,-913.8823529,50.88,-1878.117647,,,,
Kansas,2003,10.56,-751.8823529,42.42,94.11764706,62.58,-708.1176471,,,,
Kentucky,2003,7.1,-1097.882353,50.86,938.1176471,68.86,-80.11764706,,,,
Louisiana,2003,10.22,-785.8823529,53.18,1170.117647,75.14,547.8823529,,,,
Maine,2003,13.42,-465.8823529,26.28,-1519.882353,46.28,-2338.117647,,,,
Maryland,2003,30.2,1212.117647,35.74,-573.8823529,76.08,641.8823529,,,,
Massachusetts,2003,22.04,396.1176471,22.32,-1915.882353,51.02,-1864.117647,,,,
Michigan,2003,21.32,324.1176471,35.36,-611.8823529,65.92,-374.1176471,,,,
Minnesota,2003,11.36,-671.8823529,27.26,-1421.882353,45.26,-2440.117647,,,,
Mississippi,2003,13.02,-505.8823529,63.02,2154.117647,89.96,2029.882353,,,,
Missouri,2003,12.3,-577.8823529,44.42,294.1176471,66.86,-280.1176471,,,,
Montana,2003,13.48,-459.8823529,35.34,-613.8823529,57.2,-1246.117647,,,,
Nebraska,2003,9.54,-853.8823529,34.9,-657.8823529,52.4,-1726.117647,,,,
Nevada,2003,31.88,1380.117647,55.88,1440.117647,102.06,3239.882353,,,,
New Hampshire,2003,13.3,-477.8823529,20.12,-2135.882353,38.7,-3096.117647,,,,
New Jersey,2003,42.06,2398.117647,27.24,-1423.882353,78.96,929.8823529,,,,
New Mexico,2003,19.32,124.1176471,62.92,2144.117647,96.76,2709.882353,,,,
New York,2003,42.7,2462.117647,28.7,-1277.882353,81.44,1177.882353,,,,
North Carolina,2003,18.18,10.11764706,51.64,1016.117647,81.92,1225.882353,,,,
North Dakota,2003,7.66,-1041.882353,27.12,-1435.882353,40.98,-2868.117647,,,,
Ohio,2003,15.3,-277.8823529,41.38,-9.882352941,66.5,-316.1176471,,,,
Oklahoma,2003,10.78,-729.8823529,55.52,1404.117647,78.48,881.8823529,,,,
Oregon,2003,19.46,138.1176471,36.7,-477.8823529,65.48,-418.1176471,,,,
Pennsylvania,2003,15.44,-263.8823529,31.12,-1035.882353,54.28,-1538.117647,,,,
Rhode Island,2003,21.18,310.1176471,30.08,-1139.882353,59.36,-1030.117647,,,,
South Carolina,2003,16.22,-185.8823529,52.34,1086.117647,80.66,1099.882353,,,,
South Dakota,2003,6.2,-1187.882353,37.28,-419.8823529,51.54,-1812.117647,,,,
Tennessee,2003,13.42,-465.8823529,55.7,1422.117647,81.56,1189.882353,,,,
Texas,2003,14.58,-349.8823529,63.94,2246.117647,92.76,2309.882353,,,,
Utah,2003,5.68,-1239.882353,33.5,-797.8823529,46.44,-2322.117647,,,,
Vermont,2003,14.88,-319.8823529,19.8,-2167.882353,40.08,-2958.117647,,,,
Virginia,2003,18.84,76.11764706,36.44,-503.8823529,64.5,-516.1176471,,,,
Washington,2003,22.26,418.1176471,34.26,-721.8823529,65.56,-410.1176471,,,,
West Virginia,2003,8.88,-919.8823529,43.92,244.1176471,62.5,-716.1176471,,,,
Wisconsin,2003,10.44,-763.8823529,31.86,-961.8823529,49.78,-1988.117647,,,,
Wyoming,2003,17.38,-69.88235294,42.26,78.11764706,69.86,19.88235294,,,,
Alabama,2004,12.62,-461.6470588,50.6,1054.784314,74.6,757.7254902,,,,
Alaska,2004,15.48,-175.6470588,41.7,164.7843137,67.1,7.725490196,,,,
Arizona,2004,18.54,130.3529412,60.44,2038.784314,92.88,2585.72549,,,,
Arkansas,2004,9.26,-797.6470588,60.08,2002.784314,82.32,1529.72549,,,,
California,2004,28.3,1106.352941,40.34,28.78431373,79.58,1255.72549,,,,
Colorado,2004,16.98,-25.64705882,43.62,356.7843137,71.1,407.7254902,,,,
Connecticut,2004,27.4,1016.352941,24.86,-1519.215686,59.94,-708.2745098,,,,
Delaware,2004,26.06,882.3529412,41.66,160.7843137,78.66,1163.72549,,,,
District of Columbia,2004,53.96,3672.352941,44.34,428.7843137,112.52,4549.72549,,,,
Florida,2004,26.5,926.3529412,44,394.7843137,81.92,1489.72549,,,,
Georgia,2004,15.5,-173.6470588,54.1,1404.784314,81.9,1487.72549,,,,
Hawaii,2004,26.94,970.3529412,38.42,-163.2156863,75.72,869.7254902,,,,
Idaho,2004,8.94,-829.6470588,37.66,-239.2156863,54.98,-1204.27451,,,,
Illinois,2004,20.84,360.3529412,40.38,32.78431373,71.46,443.7254902,,,,
Indiana,2004,10.08,-715.6470588,43.48,342.7843137,63.28,-374.2745098,,,,
Iowa,2004,10.66,-657.6470588,31.72,-833.2156863,49.74,-1728.27451,,,,
Kansas,2004,9.98,-725.6470588,41.26,120.7843137,60.54,-648.2745098,,,,
Kentucky,2004,6.7,-1053.647059,49.48,942.7843137,66.78,-24.2745098,,,,
Louisiana,2004,9.86,-737.6470588,50.24,1018.784314,71.22,419.7254902,,,,
Maine,2004,12.86,-437.6470588,25.34,-1471.215686,44.54,-2248.27451,,,,
Maryland,2004,27.6,1036.352941,33.92,-613.2156863,71.04,401.7254902,,,,
Massachusetts,2004,20.82,358.3529412,21.16,-1889.215686,48.26,-1876.27451,,,,
Michigan,2004,20.36,312.3529412,33.78,-627.2156863,62.96,-406.2745098,,,,
Minnesota,2004,10.98,-625.6470588,26.38,-1367.215686,43.78,-2324.27451,,,,
Mississippi,2004,12.06,-517.6470588,60.66,2060.784314,86.08,1905.72549,,,,
Missouri,2004,11.7,-553.6470588,43.06,300.7843137,64.58,-244.2745098,,,,
Montana,2004,13.14,-409.6470588,34.92,-513.2156863,56.3,-1072.27451,,,,
Nebraska,2004,8.62,-861.6470588,34,-605.2156863,50.3,-1672.27451,,,,
Nevada,2004,30.24,1300.352941,53.74,1368.784314,97.68,3065.72549,,,,
New Hampshire,2004,12,-523.6470588,19.06,-2099.215686,36,-3102.27451,,,,
New Jersey,2004,40.08,2284.352941,25.72,-1433.215686,74.98,795.7254902,,,,
New Mexico,2004,18.46,122.3529412,62.06,2200.784314,94.78,2775.72549,,,,
New York,2004,41.6,2436.352941,27.2,-1285.215686,78.42,1139.72549,,,,
North Carolina,2004,16.84,-39.64705882,49.32,926.7843137,77.66,1063.72549,,,,
North Dakota,2004,7.58,-965.6470588,27.06,-1299.215686,40.84,-2618.27451,,,,
Ohio,2004,14.7,-253.6470588,39.84,-21.21568627,64,-302.2745098,,,,
Oklahoma,2004,10.24,-699.6470588,54.16,1410.784314,76.24,921.7254902,,,,
Oregon,2004,17.68,44.35294118,34.7,-535.2156863,61.14,-588.2745098,,,,
Pennsylvania,2004,14.82,-241.6470588,30.16,-989.2156863,52.44,-1458.27451,,,,
Rhode Island,2004,20.64,340.3529412,28.94,-1111.215686,57.38,-964.2745098,,,,
South Carolina,2004,15.96,-127.6470588,50.52,1046.784314,78.18,1115.72549,,,,
South Dakota,2004,5.9,-1133.647059,37.04,-301.2156863,50.92,-1610.27451,,,,
Tennessee,2004,12.66,-457.6470588,54.5,1444.784314,79.28,1225.72549,,,,
Texas,2004,13.74,-349.6470588,62.42,2236.784314,89.98,2295.72549,,,,
Utah,2004,5.64,-1159.647059,32,-805.2156863,44.62,-2240.27451,,,,
Vermont,2004,15.14,-209.6470588,18.6,-2145.215686,38.94,-2808.27451,,,,
Virginia,2004,18.22,98.35294118,35.02,-503.2156863,62.1,-492.2745098,,,,
Washington,2004,21.08,384.3529412,32.68,-737.2156863,62.38,-464.2745098,,,,
West Virginia,2004,8.64,-859.6470588,43.06,300.7843137,61.2,-582.2745098,,,,
Wisconsin,2004,9.92,-731.6470588,30.78,-927.2156863,47.94,-1908.27451,,,,
Wyoming,2004,14.54,-269.6470588,42.48,242.7843137,66.98,-4.274509804,,,,
Alabama,2005,11.9,-449.4117647,48.1,947.4509804,70.8,641.5686275,,,,
Alaska,2005,15.7,-69.41176471,39.9,127.4509804,65.2,81.56862745,,,,
Arizona,2005,17.8,140.5882353,58.7,2007.45098,90,2561.568627,,,,
Arkansas,2005,8.5,-789.4117647,58.6,1997.45098,79.7,1531.568627,,,,
California,2005,26.3,990.5882353,38.7,7.450980392,75.4,1101.568627,,,,
Colorado,2005,16.5,10.58823529,41.8,317.4509804,68.4,401.5686275,,,,
Connecticut,2005,26.7,1030.588235,23.3,-1532.54902,57.3,-708.4313725,,,,
Delaware,2005,24.8,840.5882353,40.1,147.4509804,75.4,1101.568627,,,,
District of Columbia,2005,54.3,3790.588235,42.1,347.4509804,110.2,4581.568627,,,,
Florida,2005,24.7,830.5882353,42.3,367.4509804,77.9,1351.568627,,,,
Georgia,2005,14.8,-159.4117647,52,1337.45098,78.6,1421.568627,,,,
Hawaii,2005,25.1,870.5882353,36.5,-212.5490196,71.4,701.5686275,,,,
Idaho,2005,8.7,-769.4117647,36.4,-222.5490196,53.2,-1118.431373,,,,
Illinois,2005,19.1,270.5882353,38.5,-12.54901961,67.3,291.5686275,,,,
Indiana,2005,9.5,-689.4117647,42.1,347.4509804,61,-338.4313725,,,,
Iowa,2005,10.3,-609.4117647,31.1,-752.5490196,48.6,-1578.431373,,,,
Kansas,2005,9.4,-699.4117647,40.1,147.4509804,58.5,-588.4313725,,,,
Kentucky,2005,6.3,-1009.411765,48.1,947.4509804,64.7,31.56862745,,,,
Louisiana,2005,9.5,-689.4117647,47.3,867.4509804,67.3,291.5686275,,,,
Maine,2005,12.3,-409.4117647,24.4,-1422.54902,42.8,-2158.431373,,,,
Maryland,2005,25,860.5882353,32.1,-652.5490196,66,161.5686275,,,,
Massachusetts,2005,19.6,320.5882353,20,-1862.54902,45.5,-1888.431373,,,,
Michigan,2005,19.4,300.5882353,32.2,-642.5490196,60,-438.4313725,,,,
Minnesota,2005,10.6,-579.4117647,25.5,-1312.54902,42.3,-2208.431373,,,,
Mississippi,2005,11.1,-529.4117647,58.3,1967.45098,82.2,1781.568627,,,,
Missouri,2005,11.1,-529.4117647,41.7,307.4509804,62.3,-208.4313725,,,,
Montana,2005,12.8,-359.4117647,34.5,-412.5490196,55.4,-898.4313725,,,,
Nebraska,2005,7.7,-869.4117647,33.1,-552.5490196,48.2,-1618.431373,,,,
Nevada,2005,28.6,1220.588235,51.6,1297.45098,93.3,2891.568627,,,,
New Hampshire,2005,10.7,-569.4117647,18,-2062.54902,33.3,-3108.431373,,,,
New Jersey,2005,38.1,2170.588235,24.2,-1442.54902,71,661.5686275,,,,
New Mexico,2005,17.6,120.5882353,61.2,2257.45098,92.8,2841.568627,,,,
New York,2005,40.5,2410.588235,25.7,-1292.54902,75.4,1101.568627,,,,
North Carolina,2005,15.5,-89.41176471,47,837.4509804,73.4,901.5686275,,,,
North Dakota,2005,7.5,-889.4117647,27,-1162.54902,40.7,-2368.431373,,,,
Ohio,2005,14.1,-229.4117647,38.3,-32.54901961,61.5,-288.4313725,,,,
Oklahoma,2005,9.7,-669.4117647,52.8,1417.45098,74,961.5686275,,,,
Oregon,2005,15.9,-49.41176471,32.7,-592.5490196,56.8,-758.4313725,,,,
Pennsylvania,2005,14.2,-219.4117647,29.2,-942.5490196,50.6,-1378.431373,,,,
Rhode Island,2005,20.1,370.5882353,27.8,-1082.54902,55.4,-898.4313725,,,,
South Carolina,2005,15.7,-69.41176471,48.7,1007.45098,75.7,1131.568627,,,,
South Dakota,2005,5.6,-1079.411765,36.8,-182.5490196,50.3,-1408.431373,,,,
Tennessee,2005,11.9,-449.4117647,53.3,1467.45098,77,1261.568627,,,,
Texas,2005,12.9,-349.4117647,60.9,2227.45098,87.2,2281.568627,,,,
Utah,2005,5.6,-1079.411765,30.5,-812.5490196,42.8,-2158.431373,,,,
Vermont,2005,15.4,-99.41176471,17.4,-2122.54902,37.8,-2658.431373,,,,
Virginia,2005,17.6,120.5882353,33.6,-502.5490196,59.7,-468.4313725,,,,
Washington,2005,19.9,350.5882353,31.1,-752.5490196,59.2,-518.4313725,,,,
West Virginia,2005,8.4,-799.4117647,42.2,357.4509804,59.9,-448.4313725,,,,
Wisconsin,2005,9.4,-699.4117647,29.7,-892.5490196,46.1,-1828.431373,,,,
Wyoming,2005,11.7,-469.4117647,42.7,407.4509804,64.1,-28.43137255,,,,
Alabama,2006,11.9,-429.4117647,51.8,1146.666667,75.3,908.8235294,,,,
Alaska,2006,14.9,-129.4117647,41.8,146.6666667,66.6,38.82352941,,,,
Arizona,2006,16,-19.41176471,61.2,2086.666667,91.1,2488.823529,,,,
Arkansas,2006,10.2,-599.4117647,60.8,2046.666667,84.2,1798.823529,,,,
California,2006,26.5,1030.588235,39.9,-43.33333333,77,1078.823529,,,,
Colorado,2006,16.4,20.58823529,41.9,156.6666667,68.3,208.8235294,,,,
Connecticut,2006,27.6,1140.588235,23.5,-1683.333333,58.6,-761.1764706,,,,
Delaware,2006,28.3,1210.588235,40.6,26.66666667,79.8,1358.823529,,,,
District of Columbia,2006,50,3380.588235,48.1,776.6666667,112.7,4648.823529,,,,
Florida,2006,24.3,810.5882353,43.1,276.6666667,78.4,1218.823529,,,,
Georgia,2006,14.1,-209.4117647,53.7,1336.666667,80,1378.823529,,,,
Hawaii,2006,26.5,1030.588235,39,-133.3333333,75.9,968.8235294,,,,
Idaho,2006,9.9,-629.4117647,38.1,-223.3333333,56.7,-951.1764706,,,,
Illinois,2006,18.5,230.5882353,39.8,-53.33333333,68.1,188.8235294,,,,
Indiana,2006,8.8,-739.4117647,41.8,146.6666667,59.7,-651.1764706,,,,
Iowa,2006,10.5,-569.4117647,32.6,-773.3333333,50.7,-1551.176471,,,,
Kansas,2006,9.5,-669.4117647,40.9,56.66666667,59.6,-661.1764706,,,,
Kentucky,2006,7,-919.4117647,52.3,1196.666667,70.5,428.8235294,,,,
Louisiana,2006,11.5,-469.4117647,53.6,1326.666667,77,1078.823529,,,,
Maine,2006,11.6,-459.4117647,24.9,-1543.333333,42.6,-2361.176471,,,,
Maryland,2006,23.2,700.5882353,33.7,-663.3333333,65.9,-31.17647059,,,,
Massachusetts,2006,19.2,300.5882353,20.6,-1973.333333,45.8,-2041.176471,,,,
Michigan,2006,18,180.5882353,33.2,-713.3333333,59.7,-651.1764706,,,,
Minnesota,2006,10.6,-559.4117647,27.3,-1303.333333,44.4,-2181.176471,,,,
Mississippi,2006,10.9,-529.4117647,67.2,2686.666667,92.7,2648.823529,,,,
Missouri,2006,11.8,-439.4117647,44.1,376.6666667,65.8,-41.17647059,,,,
Montana,2006,11.4,-479.4117647,37.6,-273.3333333,57.6,-861.1764706,,,,
Nebraska,2006,6.4,-979.4117647,32.8,-753.3333333,46.3,-1991.176471,,,,
Nevada,2006,26.9,1070.588235,53.4,1306.666667,93.7,2748.823529,,,,
New Hampshire,2006,10.5,-569.4117647,18.1,-2223.333333,33.3,-3291.176471,,,,
New Jersey,2006,35.4,1920.588235,24.8,-1553.333333,68.7,248.8235294,,,,
New Mexico,2006,18.8,260.5882353,62.7,2236.666667,96,2978.823529,,,,
New York,2006,39.2,2300.588235,26,-1433.333333,74.3,808.8235294,,,,
North Carolina,2006,15.3,-89.41176471,48.1,776.6666667,74.5,828.8235294,,,,
North Dakota,2006,6.4,-979.4117647,26.1,-1423.333333,38.4,-2781.176471,,,,
Ohio,2006,13.8,-239.4117647,38.9,-143.3333333,61.9,-431.1764706,,,,
Oklahoma,2006,9.2,-699.4117647,56.6,1626.666667,78.1,1188.823529,,,,
Oregon,2006,16.7,50.58823529,34.5,-583.3333333,59.8,-641.1764706,,,,
Pennsylvania,2006,15,-119.4117647,30.4,-993.3333333,52.9,-1331.176471,,,,
Rhode Island,2006,19.7,350.5882353,27.5,-1283.333333,54.7,-1151.176471,,,,
South Carolina,2006,15.5,-69.41176471,52,1166.666667,79.4,1318.823529,,,,
South Dakota,2006,5.4,-1079.411765,38.7,-163.3333333,52.4,-1381.176471,,,,
Tennessee,2006,13.2,-299.4117647,52.1,1176.666667,77,1078.823529,,,,
Texas,2006,15.2,-99.41176471,61.6,2126.666667,90.6,2438.823529,,,,
Utah,2006,6,-1019.411765,33.3,-703.3333333,46.5,-1971.176471,,,,
Vermont,2006,13.7,-249.4117647,19.8,-2053.333333,38.9,-2731.176471,,,,
Virginia,2006,16.9,70.58823529,34.2,-613.3333333,59.6,-661.1764706,,,,
Washington,2006,19.9,370.5882353,32.2,-813.3333333,60.5,-571.1764706,,,,
West Virginia,2006,7.5,-869.4117647,44.2,386.6666667,61.3,-491.1764706,,,,
Wisconsin,2006,8.9,-729.4117647,29.9,-1043.333333,45.6,-2061.176471,,,,
Wyoming,2006,11.3,-489.4117647,46,566.6666667,67.7,148.8235294,,,,
Alabama,2007,11.3,-468.0392157,52.1,1106.666667,74.9,809.2156863,,,,
Alaska,2007,14.3,-168.0392157,42.9,186.6666667,67.2,39.21568627,,,,
Arizona,2007,14.5,-148.0392157,59.6,1856.666667,87.5,2069.215686,,,,
Arkansas,2007,9.9,-608.0392157,60.1,1906.666667,83.1,1629.215686,,,,
California,2007,27,1101.960784,39.6,-143.3333333,77.2,1039.215686,,,,
Colorado,2007,17.1,111.9607843,41.6,56.66666667,68.6,179.2156863,,,,
Connecticut,2007,27.3,1131.960784,23,-1803.333333,57.7,-910.7843137,,,,
Delaware,2007,34.3,1831.960784,39.2,-183.3333333,84.7,1789.215686,,,,
District of Columbia,2007,40.1,2411.960784,50.4,936.6666667,104.6,3779.215686,,,,
Florida,2007,24.4,841.9607843,43,196.6666667,78.4,1159.215686,,,,
Georgia,2007,15,-98.03921569,53.4,1236.666667,80.6,1379.215686,,,,
